,CustomerID,frequency,Days_Since_Last_Purchase,Tenure_Days,Monetary_Value,Predicted_Purchases,Predicted_Revenue,CLV,cluster,customer_category
37,12477,1.0,0.0,26.0,254.23685,1.4689905753749766,1498.9959101347415,2128.5527302414844,3,Segment4
38,12480,1.0,0.0,147.0,1670.3003600000002,0.09650338139135801,1686.1081461367173,157.23531859671158,3,Segment4
39,12481,4.0,113.0,264.0,2714.0234250000003,1.6257136929876463,2076.6714363460746,3261.6798573495876,0,Segment1
40,12483,1.0,0.0,166.0,1161.5919800000001,0.07619674916083445,1618.889718585581,119.1967149359427,3,Segment4
41,12484,1.0,0.0,149.0,6589.10394,0.09402090237887652,2336.056633481274,212.24068459655575,2,Segment3
42,12489,1.0,0.0,150.0,968.86396,0.09281405894550368,1593.4235085549071,142.91085000339507,3,Segment4
43,12490,1.0,0.0,123.0,3189.99672,0.13539236932159032,1886.9139588390472,246.87978892172742,2,Segment3
44,12494,4.0,99.0,263.0,121.6913925,1.3168744332657052,1095.4698795873353,1393.7167804388191,3,Segment4
45,12500,1.0,0.0,140.0,102.48740000000001,0.10597727743426223,1478.9444232479916,151.4577263020279,3,Segment4
46,12501,3.0,110.0,151.0,3885.5430599999995,3.1159540027356005,2377.383179355851,7157.567953092463,0,Segment1
47,12502,1.0,0.0,15.0,5125.2886100000005,2.516937851185661,2142.6346876744296,5213.290794507178,0,Segment1
48,12503,1.0,0.0,157.0,17.161500000000004,0.08495903843235533,1467.6698442300767,120.49078314284058,3,Segment4
49,12510,1.0,0.0,104.0,1496.21764,0.1844585384382186,1663.105641829191,296.4653279507137,3,Segment4
50,12515,1.0,0.0,171.0,1571.37022,0.07188235939856094,1673.0359642941187,116.20782600403633,3,Segment4
51,12523,1.0,0.0,131.0,511.3107600000001,0.12025383005632534,1532.9644954264215,178.14113394270353,3,Segment4
52,12524,2.0,1.0,140.0,315.97748,0.2232307875477257,1368.127665099347,295.1034173278358,3,Segment4
53,12527,1.0,0.0,107.0,1863.7462,0.17516114959365586,1711.6692056598743,289.74117971636747,3,Segment4
54,12528,1.0,0.0,34.0,4672.2192000000005,1.0626804253005118,2082.768142303738,2139.4000548950435,2,Segment3
55,12530,1.0,0.0,151.0,1566.4463999999998,0.09162941237671104,1672.385352959694,148.07810180451048,3,Segment4
56,12539,4.0,88.0,141.0,5212.85541,4.141624741077389,3022.483085093863,12095.085488801398,0,Segment1
57,12540,4.0,212.0,233.0,1203.3591450000001,2.903109817959397,1504.8827438897506,4220.88792304483,0,Segment1
58,12551,1.0,0.0,188.0,1693.5268,0.05958269972320381,1689.1771830069392,97.25104765309896,3,Segment4
59,12553,3.0,54.0,123.0,635.8857999999999,3.0482170092638188,1358.467827852399,4001.1691845616688,0,Segment1
60,12557,3.0,196.0,332.0,114.25128,1.4056222550909003,1194.9116809182653,1622.6474258278722,3,Segment4
61,12559,2.0,60.0,80.0,1550.2098,3.593019001036642,1656.230787563653,5750.710306467135,0,Segment1
62,12567,3.0,310.0,320.0,4588.345486666666,1.6477089174740764,2597.74370488541,4135.2213731254915,0,Segment1
63,12574,1.0,0.0,45.0,1679.7836000000002,0.7260591400883479,1687.361218635523,1184.1548038361732,3,Segment4
64,12577,1.0,0.0,202.0,6830.13114,0.05160885954089521,2367.9048789948497,118.08120890973437,2,Segment3
65,12578,4.0,108.0,164.0,1539.111215,3.694249390397234,1631.965405230498,5825.053823553672,0,Segment1
66,12583,2.0,213.0,364.0,1660.42248,0.8680345360640425,1681.9574005591376,1410.5028369504378,3,Segment4
67,12585,2.0,10.0,170.0,2383.6482800000003,0.31153589593295256,1850.7778145527898,557.1085267083156,3,Segment4
68,12586,1.0,0.0,302.0,28.9082,0.022629749412516876,1469.2220001094727,32.12361963188161,3,Segment4
69,12591,1.0,0.0,59.0,4997.04464,0.48307781428458113,2125.689108743107,992.4840191008852,2,Segment3
70,12594,1.0,0.0,92.0,804.3387,0.2297414830685892,1571.6838838417425,348.9566808446787,3,Segment4
71,12600,4.0,315.0,330.0,222.21123749999998,2.1141137884220997,1133.516791465375,2315.112928961024,3,Segment4
72,12601,1.0,0.0,136.0,607.44524,0.11200305189619614,1545.6672713843213,167.2921140670176,3,Segment4
73,12605,1.0,0.0,256.0,330.7242,0.03187434621128778,1509.102603078454,46.47626570397783,3,Segment4
74,12609,1.0,0.0,65.0,447.491,0.41392829735252884,1524.531640607142,609.9018516197812,3,Segment4
75,12621,3.0,76.0,263.0,952.7873,0.8892830059049067,1457.8308613756549,1252.5113683395066,3,Segment4
76,12625,3.0,63.0,78.0,2257.32908,5.568820394071824,1866.8640424070718,10046.270136242189,0,Segment1
77,12626,5.0,88.0,115.0,1158.9146660000001,6.547340835598918,1459.6072899036444,9233.942233588386,0,Segment1
78,12637,2.0,40.0,96.0,2476.22121,2.6116048901396893,1872.386833986562,4725.29254156364,0,Segment1
79,12643,1.0,0.0,135.0,73.3482,0.11358651188007432,1475.0941009786827,161.91116563630715,3,Segment4
80,12645,1.0,0.0,51.0,2588.35462,0.6042533955024602,1807.4156892989158,1055.5913039246484,3,Segment4
81,12647,4.0,121.0,309.0,1109.3480375000001,1.189281464721499,1469.2993989034005,1688.1641776255683,3,Segment4
82,12649,1.0,0.0,257.0,28.33198,0.03161959090790121,1469.1458610013976,44.88404601061886,3,Segment4
83,12651,1.0,0.0,144.0,2522.32852,0.1004077870023458,1798.6912986778411,174.5211836815688,3,Segment4
84,12652,3.0,42.0,129.0,1061.3021066666668,2.289266560823185,1491.855188722132,3299.9765634183277,0,Segment1
85,12662,2.0,344.0,356.0,1763.3976200000002,1.0001008935871778,1705.9945764533802,1648.3324985988188,3,Segment4
86,12664,1.0,0.0,90.0,797.8032000000001,0.2388174032058973,1570.8203123919063,362.5445952524292,3,Segment4
87,12665,2.0,28.0,131.0,65.7294,1.3095739861140157,1309.7130116581718,1657.3159564240823,3,Segment4
88,12666,1.0,0.0,205.0,50.09394,0.05010178685497883,1472.021388099321,71.26204198304592,3,Segment4
89,12668,2.0,153.0,184.0,3823.4453900000003,1.7913998023295916,2186.865305039252,3785.171710925976,0,Segment1
90,12672,1.0,0.0,123.0,334.60288,0.13539236932159032,1509.6151143340658,197.5148146178053,3,Segment4
91,12673,1.0,0.0,113.0,1820.2610599999998,0.1584876677830558,1705.9232756780623,261.27770616096024,3,Segment4
92,12676,1.0,0.0,21.0,1443.42712,1.846746962453316,1656.1301409655985,2956.502273785549,3,Segment4
93,12678,1.0,0.0,172.0,253.2297,0.07106187754134062,1498.862829882932,102.92142590588514,3,Segment4
94,12681,7.0,258.0,286.0,2639.5118742857144,4.140528186685447,2179.153463708345,8716.89635229829,0,Segment1
95,12682,6.0,309.0,329.0,2245.7472083333337,3.141853458312541,1954.5394696305937,5932.55871206568,0,Segment1
96,12683,5.0,171.0,263.0,2306.973636,2.892754070897928,1955.829615954629,5465.995816279962,0,Segment1
97,12686,1.0,0.0,334.0,1109.675,0.018324854425741173,1612.0296433519004,28.540581502573175,3,Segment4
98,12691,4.0,121.0,186.0,382.41971000000007,3.277744779612468,1194.1559382460218,3781.7225297342934,0,Segment1
99,12693,1.0,0.0,78.0,1810.0624,0.3058727362599323,1704.5756708119332,503.89403348815125,3,Segment4
100,12705,1.0,0.0,186.0,1901.78133,0.06086473687172953,1716.6949959374062,100.96219621613912,3,Segment4
101,12708,3.0,179.0,302.0,1069.85978,1.5406089296165641,1494.5384085311296,2224.4623484684193,3,Segment4
102,12709,4.0,226.0,279.0,841.10504,2.410508221471579,1367.7690226102045,3185.2781140183874,0,Segment1
103,12712,7.0,318.0,328.0,612.0497857142857,3.676862502106748,1133.1448259466981,4025.0694730088144,0,Segment1
104,12720,3.0,271.0,305.0,2449.57323,1.7039313168220185,1927.1413270557714,3172.419397391276,0,Segment1
105,12721,2.0,85.0,263.0,1122.9167699999998,0.8539902124873321,1556.4890662074706,1284.229871540029,3,Segment4
106,12724,1.0,0.0,132.0,567.21984,0.11853517109164134,1540.3520687222078,176.44107504291895,3,Segment4
107,12725,2.0,1.0,326.0,2457.33331,0.018953955235944057,1867.9778885403807,34.20586725564172,3,Segment4
108,12726,2.0,143.0,187.0,1008.9884999999999,1.736768685259059,1529.895134261209,2567.2808376757366,3,Segment4
109,12727,1.0,0.0,81.0,1011.75622,0.28678361305509825,1599.0910980514955,443.2066332657366,3,Segment4
110,12728,1.0,0.0,134.0,652.31036,0.11520243070013378,1551.5955456901092,172.73135929289725,3,Segment4
111,12731,2.0,217.0,251.0,6756.31624,1.360026572424346,2871.476488831249,3773.113262293418,2,Segment3
112,12734,1.0,0.0,171.0,115.60408000000001,0.07188235939856094,1480.6776020965324,102.84675812399837,3,Segment4
113,12735,2.0,114.0,155.0,1674.1451650000001,2.037110722463982,1685.160645469378,3316.965577590923,0,Segment1
114,12736,1.0,0.0,137.0,171.68880000000001,0.11045120461952752,1488.0883836685714,158.82837106491579,3,Segment4
115,12738,1.0,0.0,335.0,1920.0156000000002,0.01820999924564316,1719.1043900129332,30.24553031937905,3,Segment4
116,12744,2.0,1.0,69.0,5564.39028,1.2560938570799152,2593.2488121955685,3147.8913424329794,2,Segment3
117,12747,3.0,211.0,305.0,638.3183333333333,1.6148814268083813,1359.2305376885672,2120.5997686977016,3,Segment4
118,12748,34.0,250.0,357.0,2564.732242941176,0.0674892025524113,2422.8719631250115,157.96646781197072,3,Segment4
119,12753,2.0,88.0,240.0,1306.8725399999998,1.022650934090948,1599.4293059609763,1580.312418949188,3,Segment4
120,12754,1.0,0.0,10.0,4053.4232,3.3835182001805286,2001.0032338999624,6545.176403361652,0,Segment1
121,12755,1.0,0.0,263.0,59.57876,0.030150971680916346,1473.2746693721901,42.919424574789424,3,Segment4
122,12763,2.0,1.0,305.0,545.74114,0.023222315397016552,1421.7607022530224,31.89814946058592,3,Segment4
123,12764,1.0,0.0,55.0,5815.77772,0.53879249191788,2233.8727998033933,1163.3020807949906,2,Segment3
124,12766,3.0,128.0,270.0,1688.3617433333336,1.5088537038051126,1688.4669046628596,2461.3449528114907,3,Segment4
125,12775,2.0,10.0,23.0,712.0508600000001,8.106038278435465,1460.5818778548446,11443.660415492055,0,Segment1
126,12778,1.0,0.0,30.0,654.99834,1.24220820299679,1551.9507232259873,1863.4972486692016,3,Segment4
127,12779,3.0,323.0,330.0,862.96994,1.6027859317369797,1429.6690339540417,2213.763031381546,3,Segment4
128,12782,4.0,124.0,188.0,1176.54359,3.2640966855953875,1494.7330161614027,4713.8889839122185,0,Segment1
129,12785,1.0,0.0,245.0,914.1551300000001,0.034883027590298966,1586.1945308727181,53.462049490775115,3,Segment4
130,12791,1.0,0.0,362.0,155.22770000000003,0.01546359867861259,1485.9132882676229,22.199699807971044,3,Segment4
131,12793,2.0,182.0,326.0,1262.0043500000002,0.9470135873614306,1588.955859893447,1453.7745687499316,3,Segment4
132,12797,2.0,51.0,263.0,238.72207000000003,0.5295349382748576,1350.094168092673,690.7207151973278,3,Segment4
133,12808,1.0,0.0,302.0,593.3585,0.022629749412516876,1543.8059131890393,33.754350218713824,3,Segment4
134,12820,1.0,0.0,111.0,713.2713000000001,0.1637813806013809,1559.650648947577,246.85444514347503,3,Segment4
135,12826,3.0,203.0,256.0,2742.322373333333,1.9659666544120242,2018.9314982696478,3834.723783070795,0,Segment1
136,12829,3.0,124.0,213.0,383.05646666666667,2.1216335581020167,1279.1943327011852,2622.1414277284775,3,Segment4
137,12836,2.0,1.0,26.0,1670.369535,5.7974819721820605,1684.279311562752,9437.9350447966,0,Segment1
138,12838,1.0,0.0,360.0,5902.415800000001,0.015645794272853,2245.3207643595297,33.94059821719329,2,Segment3
139,12839,3.0,96.0,281.0,1401.1257533333335,1.047319571712225,1598.4053577675136,1617.3213733973762,3,Segment4
140,12841,5.0,299.0,333.0,2697.932224,2.584402783495621,2124.812555852715,5305.100075991344,0,Segment1
141,12842,1.0,0.0,8.0,2555.8237,3.8555213928003247,1803.1172004688483,6720.753684228932,0,Segment1
142,12853,2.0,16.0,44.0,1059.224375,4.913670806940596,1541.6215428252196,7321.035383801927,0,Segment1
143,12854,2.0,3.0,71.0,2528.2475400000003,1.414027922128346,1884.531183053161,2575.2085555390227,3,Segment4
144,12855,1.0,0.0,348.0,954.9455,0.016806798505118566,1591.5843861187218,25.84405977999497,3,Segment4
145,12865,1.0,0.0,209.0,267.8,0.048189179904286554,1500.7880835124245,69.88083309037495,3,Segment4
146,12867,2.0,1.0,213.0,2028.4331200000001,0.06794639695482628,1767.8610126798183,116.05772889453263,3,Segment4
147,12868,3.0,307.0,356.0,2100.9769133333334,1.4670821975349038,1817.8405269679413,2576.4743964253953,3,Segment4
148,12870,1.0,0.0,269.0,66.20948,0.028778692617157313,1474.1508227627276,40.99018838234982,3,Segment4
149,12872,2.0,142.0,257.0,2431.14447,1.1805972875135191,1861.8647067224567,2123.7107502306562,3,Segment4
150,12875,1.0,0.0,239.0,7.32,0.036699256313064615,1466.3694328730935,51.99694407557957,3,Segment4
151,12877,2.0,77.0,199.0,708.6302499999999,1.269219840927355,1459.7834151944821,1790.1527396422314,3,Segment4
152,12908,1.0,0.0,32.0,263.8,1.1473976316176389,1500.2595415800024,1663.9210080264688,3,Segment4
153,12913,1.0,0.0,288.0,99.74194,0.024981705952283408,1478.5816505645448,35.68852615319922,3,Segment4
154,12915,1.0,0.0,343.0,1296.8897200000001,0.017327412445740292,1636.7673508235687,27.401091123164488,3,Segment4
155,12916,2.0,1.0,87.0,2246.92378,0.7495724800524819,1818.8626274935407,1317.4907170789747,3,Segment4
156,12921,3.0,189.0,353.0,2245.198156666667,1.260656585887903,1863.0604462049773,2269.027912434647,3,Segment4
157,12924,1.0,0.0,117.0,29.5543,0.14861499627771357,1469.307372845107,211.01792324767592,3,Segment4
158,12928,1.0,0.0,203.0,398.68099,0.051099327448018615,1518.0821063554058,74.9552866604281,3,Segment4
159,12929,1.0,0.0,25.0,999.4270000000001,1.5349842353909189,1597.4619706104809,2370.2907118018916,3,Segment4
160,12931,2.0,4.0,189.0,16.94425,0.13629835374696467,1298.325241449003,170.97908895837264,3,Segment4
161,12935,1.0,0.0,76.0,9081.9846,0.31963143598089866,2665.4546238148296,823.3894512711609,2,Segment3
162,12939,1.0,0.0,145.0,269.1743,0.0990814230295602,1500.9696773068565,143.710206148877,3,Segment4
163,12942,1.0,0.0,264.0,917.9694000000001,0.029915797674042004,1586.698531281863,45.8631139836266,3,Segment4
164,12944,2.0,1.0,179.0,615.0658000000001,0.11240395366037231,1437.9429482419919,156.16959578637125,3,Segment4
165,12947,5.0,286.0,351.0,1093.9487560000002,2.4144207423140793,1431.5272558491056,3339.0461561459024,0,Segment1
166,12951,2.0,47.0,127.0,521.29987,1.9091128203911238,1416.0554504216711,2612.2432376367537,3,Segment4
167,12956,1.0,0.0,0.0,3286.15547,7.18315833389024,1899.6199417251219,13192.255433805183,0,Segment1
168,12957,2.0,15.0,167.0,687.17268,0.45330808201795597,1454.774639441878,637.1886977321078,3,Segment4
169,12963,2.0,1.0,265.0,531.7420500000001,0.035523451726987516,1418.4929369585122,48.683925897950346,3,Segment4
170,12967,3.0,143.0,334.0,595.02958,1.1265430525149538,1345.657544665057,1464.5416159029464,3,Segment4
171,12970,1.0,0.0,88.0,595.2860000000001,0.24841890532841368,1544.0606043327252,370.6978247717329,3,Segment4
172,12971,15.0,324.0,336.0,318.36425,7.607685221744183,735.6092465040322,5406.359147011164,0,Segment1
173,12980,3.0,70.0,200.0,452.7013666666667,1.5445952219537784,1301.0311764315677,1941.5840220007767,3,Segment4
174,12989,2.0,129.0,246.0,95.929,1.205046541417554,1316.762413068413,1533.0626428742753,3,Segment4
175,12990,1.0,0.0,17.0,491.81940000000003,2.25913558048889,1530.3889951564377,3342.1835686690033,0,Segment1
176,12997,2.0,18.0,58.0,481.0271,3.6979434076928928,1406.6546993642958,5027.074118953914,0,Segment1
177,13000,1.0,0.0,251.0,1002.0404800000001,0.03319357785552656,1597.8073040528677,51.24498218592636,3,Segment4
178,13001,2.0,46.0,111.0,1362.3710800000001,2.2826635324973106,1612.3841625200805,3556.506955724203,0,Segment1
179,13002,1.0,0.0,65.0,976.0398000000001,0.41392829735252884,1594.371691639995,637.8419581466576,3,Segment4
180,13004,3.0,139.0,190.0,2095.4615200000003,2.5380453291458487,1816.1112003075314,4453.479037957722,0,Segment1
181,13008,2.0,129.0,223.0,1180.2597700000001,1.3702080577940718,1569.8744694931913,2078.296223724356,3,Segment4
182,13011,1.0,0.0,335.0,246.16621999999998,0.01820999924564316,1497.9294935407256,26.35422966538831,3,Segment4
183,13013,1.0,0.0,331.0,5998.56216,0.018675752949163578,2258.025110086969,40.7433613368947,2,Segment3
184,13021,2.0,56.0,257.0,962.15932,0.6147243708087154,1518.9639402211412,902.1387960933197,3,Segment4
185,13027,1.0,0.0,177.0,360.52656,0.0671552986662915,1513.0405523147392,98.18279395184693,3,Segment4
186,13029,1.0,0.0,172.0,16.4895,0.07106187754134062,1467.58104918543,100.77342049133127,3,Segment4
187,13030,1.0,0.0,291.0,2656.46304,0.024448998087421177,1816.4152282791708,42.9078300615128,3,Segment4
188,13033,1.0,0.0,187.0,609.4750799999999,0.06021880158349589,1545.9354852733484,89.9544960230811,3,Segment4
189,13034,1.0,0.0,306.0,247.55676,0.02201643819609064,1498.1132332154032,31.86749589276991,3,Segment4
190,13047,3.0,351.0,364.0,1116.2583266666668,1.459176001713582,1509.0864632038601,2127.336145829591,3,Segment4
191,13048,1.0,0.0,116.0,3298.94848,0.15099826787636414,1901.310352281846,277.44049659853414,2,Segment3
192,13049,1.0,0.0,65.0,282.82656,0.41392829735252884,1502.773625277439,601.1973724973454,3,Segment4
193,13050,9.0,275.0,279.0,1260.1204722222221,5.4823188312929485,1440.8561061147861,7631.375035763083,0,Segment1
194,13064,1.0,0.0,116.0,237.36237999999997,0.15099826787636414,1496.7661938891417,218.40913853234184,3,Segment4
195,13065,2.0,1.0,350.0,827.84646,0.01524452878510929,1487.6116950027442,21.909275866718136,3,Segment4
196,13068,1.0,0.0,81.0,6.99,0.28678361305509825,1466.3258281636688,406.40919980287725,3,Segment4
197,13069,5.0,319.0,322.0,1969.7968240000002,2.6984544388827123,1810.0926230708092,4718.788831149841,0,Segment1
198,13077,1.0,0.0,268.0,1777.28298,0.02900106965076378,1700.2443463143138,47.64228760864237,3,Segment4
199,13078,8.0,228.0,279.0,558.92571875,4.705540793675248,1068.2019214543998,4856.0328960558645,0,Segment1
200,13081,6.0,203.0,325.0,3934.508275,2.635285504383144,2760.7595963356443,7028.596588239967,0,Segment1
201,13082,1.0,0.0,160.0,1118.4082,0.0818838703438063,1613.1836089529577,127.64277307086762,3,Segment4
202,13089,20.0,304.0,324.0,1534.1236555,10.409195481482906,1572.2914050382983,15810.891004985011,1,Segment2
203,13090,5.0,257.0,349.0,302.25644,2.3541371413625303,1089.3362945588408,2477.4442627756935,3,Segment4
204,13092,1.0,0.0,207.0,339.54109,0.04913207273071878,1510.2676270980924,71.69833009614165,3,Segment4
205,13093,7.0,334.0,353.0,1865.3010314285714,3.422076670689627,1779.7224540523705,5883.674664316941,0,Segment1
206,13094,3.0,149.0,302.0,157.27469333333332,1.3920383459632988,1208.401477783616,1625.1296516181283,3,Segment4
207,13097,2.0,55.0,213.0,1785.612465,0.8865048761174299,1711.1801206218886,1465.6705865537367,3,Segment4
208,13098,2.0,2.0,60.0,1215.5611000000001,1.8159643038403699,1578.1147523275795,2769.559547827481,3,Segment4
209,13102,8.0,251.0,258.0,1173.37410125,5.2441674570037735,1405.6257594555693,7121.46997574706,0,Segment1
210,13104,1.0,0.0,178.0,123.81000000000002,0.06641125138679674,1481.7618953000579,95.08764496188388,3,Segment4
211,13107,2.0,21.0,139.0,1557.35754,0.9285975208512819,1657.8992629221357,1487.5781261692177,3,Segment4
212,13108,1.0,0.0,347.0,623.0708,0.016909100365270203,1547.731962303716,25.284976153865397,3,Segment4
213,13110,1.0,0.0,21.0,1075.59254,1.846746962453316,1607.5261410343753,2869.7350368654165,3,Segment4
214,13113,6.0,264.0,271.0,3766.121305,3.780399388003028,2680.371099129914,9789.387988228771,0,Segment1
215,13115,2.0,116.0,268.0,144.3408,1.0142132633340928,1328.063033314784,1301.3389417256358,3,Segment4
216,13117,3.0,267.0,342.0,805.0169466666666,1.4953352417803423,1411.4981347334542,2039.0920765509952,3,Segment4
217,13124,2.0,1.0,205.0,2439.16895,0.07599111972218087,1863.7378368509503,136.83908169909284,3,Segment4
218,13126,3.0,141.0,277.0,846.4685633333333,1.5437382365214922,1424.495101855551,2124.54403065908,3,Segment4
219,13136,1.0,0.0,256.0,253.78640000000001,0.03187434621128778,1498.9363897063768,46.16317391491051,3,Segment4
220,13137,1.0,0.0,9.0,7618.39157,3.6082561120866194,2472.0620517258794,8623.124819338704,0,Segment1
221,13138,2.0,1.0,340.0,846.6508900000001,0.016663624490778264,1492.0011562989462,24.01955291163818,3,Segment4
222,13140,1.0,0.0,268.0,783.79764,0.02900106965076378,1568.9696809551426,43.96386022476226,3,Segment4
223,13141,3.0,20.0,41.0,1210.0561066666667,8.26048150810934,1538.4963333324235,12282.319222683025,0,Segment1
224,13144,1.0,0.0,136.0,54.096199999999996,0.11200305189619614,1472.550228657935,159.37844152022774,3,Segment4
225,13145,1.0,0.0,335.0,24.023,0.01820999924564316,1468.5764918474054,25.837799652273503,3,Segment4
226,13148,5.0,210.0,246.0,3831.5199999999995,3.3978092097321766,2614.7800380889994,8583.514744575346,0,Segment1
227,13155,3.0,183.0,297.0,2091.6271166666666,1.5908098661196726,1814.908940466692,2789.328979652923,3,Segment4
228,13158,1.0,0.0,74.0,3706.7486,0.33429946130481325,1955.1952181485428,631.7026923420359,2,Segment3
229,13161,1.0,0.0,37.0,544.67932,0.9516128131423539,1537.3736662225576,1414.1073277818768,3,Segment4
230,13162,2.0,15.0,146.0,1931.6652000000001,0.6301212666858205,1745.272769401295,1062.6186965580252,3,Segment4
231,13165,1.0,0.0,170.0,924.8657000000001,0.07271656332936716,1587.609777214004,111.55407500283854,3,Segment4
232,13168,1.0,0.0,66.0,5878.655000000001,0.40380678025178307,2242.181119572556,875.0671110245055,2,Segment3
233,13173,1.0,0.0,283.0,4020.3736,0.02590743889816067,1996.6362090375176,49.978830617037595,2,Segment3
234,13174,4.0,256.0,304.0,6117.60019,2.241932926381864,3364.930339332829,7288.1852114491,0,Segment1
235,13178,1.0,0.0,220.0,2086.96806,0.04344180996472614,1741.1647339706915,73.08568137139866,3,Segment4
236,13183,1.0,0.0,146.0,2105.64912,0.0977801600630078,1743.633164858715,164.7512298749539,3,Segment4
237,13187,1.0,0.0,152.0,1515.02386,0.0904664325531005,1665.59061079428,145.6044608666845,3,Segment4
238,13198,3.0,165.0,233.0,2087.123286666667,2.0887510559885265,1813.4967849190755,3659.7068815840607,0,Segment1
239,13199,6.0,259.0,277.0,351.0639800000001,3.6875923523064498,1050.0114208948844,3740.748719224215,0,Segment1
240,13208,1.0,0.0,11.0,2442.3757,3.1786520104929163,1788.126694181491,5494.693533306476,0,Segment1
241,13209,3.0,123.0,233.0,174.79043333333334,1.8595305284112338,1213.8934589222492,2180.8546124770087,3,Segment4
242,13211,1.0,0.0,224.0,70.04356,0.041881970974078524,1474.6574407757928,59.67620102096278,3,Segment4
243,13221,1.0,0.0,207.0,2690.06346,0.04913207273071878,1820.8550360084198,86.44313304907658,3,Segment4
